Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,83160,-,-,-,34.01,-118.46,-8,33,-8,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,v3.0.1
Year,Month,Day,Hour,Minute,DHI,DNI,GHI,Clearsky DHI,Clearsky DNI,Clearsky GHI,Cloud Type,Dew Point,Solar Zenith Angle,Fill Flag,Surface Albedo,Wind Speed,Precipitable Water,Wind Direction,Relative Humidity,Temperature,Pressure
1998,1,1,0,0,0,0,0,0,0,0,0,8,168.98,0,0.13495999574661255,2.1,1.993,262.3,76.16,13,1010.0
1998,1,1,0,30,0,0,0,0,0,0,0,8,166.87,0,0.13495999574661255,2.2,1.959,262.3,76.14,13,1010.0
1998,1,1,1,0,0,0,0,0,0,0,0,8,162.41,0,0.13495999574661255,2.4000000000000004,1.926,264.3,75.09,13,1010.0
1998,1,1,1,30,0,0,0,0,0,0,0,8,156.93,0,0.13495999574661255,2.6,1.8840000000000001,264.3,75.07000000000001,13,1010.0
1998,1,1,2,0,0,0,0,0,0,0,0,8,151.03,0,0.13495999574661255,2.9000000000000004,1.843,267.1,73.45,13,1010.0
1998,1,1,2,30,0,0,0,0,0,0,0,8,144.93,0,0.13495999574661255,3.0,1.807,267.1,73.43,13,1010.0
1998,1,1,3,0,0,0,0,0,0,0,0,8,138.75,0,0.13495999574661255,3.2,1.7730000000000001,268.1,71.75,13,1010.0
1998,1,1,3,30,0,0,0,0,0,0,0,8,132.53,0,0.13495999574661255,3.2,1.748,268.1,71.75,13,1010.0
1998,1,1,4,0,0,0,0,0,0,0,1,7,126.33,0,0.13495999574661255,3.2,1.724,267.5,70.42,13,1010.0
1998,1,1,4,30,0,0,0,0,0,0,1,7,120.16,0,0.13495999574661255,3.2,1.704,267.5,70.43,13,1010.0
1998,1,1,5,0,0,0,0,0,0,0,1,7,114.05,0,0.13495999574661255,3.3000000000000003,1.685,266.40000000000003,69.39,13,1010.0
1998,1,1,5,30,0,0,0,0,0,0,,7,108.02,1,0.13495999574661255,3.3000000000000003,1.655,266.40000000000003,69.39,13,1010.0
