Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,120637,-,-,-,37.61,-122.42,-8,81,-8,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,v3.0.1
Year,Month,Day,Hour,Minute,DHI,DNI,GHI,Clearsky DHI,Clearsky DNI,Clearsky GHI,Cloud Type,Dew Point,Solar Zenith Angle,Fill Flag,Surface Albedo,Wind Speed,Precipitable Water,Wind Direction,Relative Humidity,Temperature,Pressure
2010,1,1,0,0,0,0,0,0,0,0,8,9,165.11,0,0.10649999976158142,1.2000000000000002,2.096,19.400000000000002,98.7,10,1020.0
2010,1,1,0,30,0,0,0,0,0,0,7,9,164.94,0,0.10649999976158142,1.2000000000000002,2.099,19.400000000000002,98.68,10,1020.0
2010,1,1,1,0,0,0,0,0,0,0,7,9,162.26,0,0.10649999976158142,1.2000000000000002,2.102,20.6,98.09,10,1020.0
2010,1,1,1,30,0,0,0,0,0,0,8,9,157.98,0,0.10649999976158142,1.2000000000000002,2.12,20.6,98.08,10,1020.0
2010,1,1,2,0,0,0,0,0,0,0,8,9,152.85,0,0.10649999976158142,1.2000000000000002,2.138,21.700000000000003,97.67,10,1020.0
2010,1,1,2,30,0,0,0,0,0,0,6,9,147.3,0,0.10649999976158142,1.1,2.165,21.700000000000003,97.64,10,1020.0
2010,1,1,3,0,0,0,0,0,0,0,7,9,141.52,0,0.10649999976158142,1.1,2.192,25.400000000000002,97.33,10,1020.0
2010,1,1,3,30,0,0,0,0,0,0,7,9,135.63,0,0.10649999976158142,1.1,2.257,25.400000000000002,97.31,10,1020.0
2010,1,1,4,0,0,0,0,0,0,0,7,9,129.7,0,0.10649999976158142,1.1,2.323,23.3,97.13,10,1020.0
2010,1,1,4,30,0,0,0,0,0,0,6,9,123.76,0,0.10649999976158142,1.0,2.42,23.3,97.13,10,1020.0
2010,1,1,5,0,0,0,0,0,0,0,6,9,117.86,0,0.10649999976158142,1.0,2.517,10.5,97.56,10,1020.0
2010,1,1,5,30,0,0,0,0,0,0,7,9,112.03,0,0.10649999976158142,0.9,2.58,10.5,97.57000000000001,10,1020.0
2010,1,1,6,0,0,0,0,0,0,0,8,9,106.28,0,0.10649999976158142,0.8,2.6430000000000002,7.5,98.19,10,1020.0
2010,1,1,6,30,0,0,0,0,0,0,8,9,100.66,0,0.10649999976158142,0.6000000000000001,2.6630000000000003,7.5,98.2,10,1020.0
2010,1,1,7,0,0,0,0,0,0,0,8,9,95.19,0,0.10649999976158142,0.5,2.684,24.900000000000002,99.14,10,1020.0
2010,1,1,7,30,0,0,0,0,0,0,7,9,89.91,0,0.10649999976158142,0.30000000000000004,2.6630000000000003,24.900000000000002,99.14,10,1020.0
2010,1,1,8,0,4,0,4,32,239,54,7,10,84.87,4,0.10649999976158142,0.1,2.6430000000000002,75.10000000000001,94.57000000000001,11,1020.0
2010,1,1,8,30,9,0,9,53,421,125,8,10,80.12,0,0.10649999976158142,0.5,2.601,75.10000000000001,94.58,11,1020.0
2010,1,1,9,0,7,0,7,64,557,202,8,10,75.71000000000001,0,0.10649999976158142,1.0,2.56,216.70000000000002,97.08,11,1020.0
2010,1,1,9,30,60,0,60,74,637,274,8,10,71.71000000000001,0,0.10649999976158142,1.2000000000000002,2.525,216.70000000000002,97.08,11,1020.0
2010,1,1,10,0,152,58,173,83,684,337,7,10,68.2,0,0.10649999976158142,1.5,2.491,233.10000000000002,91.43,12,1020.0
2010,1,1,10,30,149,6,152,88,723,391,7,10,65.26,0,0.10649999976158142,1.5,2.487,233.10000000000002,91.41,12,1020.0
2010,1,1,11,0,134,0,134,92,748,432,8,10,62.980000000000004,0,0.10649999976158142,1.6,2.483,237.20000000000002,91.78,12,1020.0
2010,1,1,11,30,164,4,166,94,764,460,7,10,61.42,0,0.10649999976158142,1.5,2.471,237.20000000000002,91.73,12,1020.0
2010,1,1,12,0,207,53,233,93,780,475,8,10,60.64,0,0.10649999976158142,1.5,2.46,228.20000000000002,92.93,12,1020.0
2010,1,1,12,30,218,196,314,92,780,475,7,10,60.69,0,0.10649999976158142,1.5,2.416,228.20000000000002,92.91,12,1020.0
2010,1,1,13,0,182,22,193,82,804,465,7,11,61.54,0,0.10649999976158142,1.6,2.372,224.10000000000002,89.43,13,1020.0
2010,1,1,13,30,76,0,76,80,788,435,7,11,63.18,0,0.10649999976158142,1.5,2.368,224.10000000000002,89.43,13,1020.0
2010,1,1,14,0,69,0,69,77,762,392,7,11,65.53,4,0.10649999976158142,1.4000000000000001,2.365,228.70000000000002,91.57000000000001,13,1020.0
2010,1,1,14,30,150,215,229,72,724,337,3,11,68.54,0,0.10649999976158142,1.1,2.37,228.70000000000002,91.57000000000001,13,1020.0
2010,1,1,15,0,54,0,54,66,669,272,3,11,72.10000000000001,0,0.10649999976158142,0.8,2.375,234.70000000000002,93.3,13,1020.0
2010,1,1,15,30,86,8,88,57,590,199,3,11,76.14,0,0.10649999976158142,0.9,2.355,234.70000000000002,99.60000000000001,12,1020.0
2010,1,1,16,0,37,0,37,44,482,123,3,11,80.59,0,0.10649999976158142,1.0,2.335,244.70000000000002,100.0,12,1020.0
2010,1,1,16,30,27,288,50,27,288,50,1,11,85.38,0,0.10649999976158142,1.0,2.2760000000000002,244.70000000000002,100.0,12,1020.0
2010,1,1,17,0,0,0,0,0,0,0,1,11,90.44,0,0.10649999976158142,1.0,2.218,263.8,99.2,12,1020.0
2010,1,1,17,30,0,0,0,0,0,0,1,11,95.75,0,0.10649999976158142,0.9,2.16,263.8,100.0,11,1020.0
2010,1,1,18,0,0,0,0,0,0,0,1,11,101.23,0,0.10649999976158142,0.9,2.103,288.5,100.0,11,1020.0
2010,1,1,18,30,0,0,0,0,0,0,3,11,106.87,0,0.10649999976158142,0.8,2.07,288.5,100.0,11,1020.0
2010,1,1,19,0,0,0,0,0,0,0,1,11,112.62,0,0.10649999976158142,0.8,2.037,311.1,100.0,11,1020.0
2010,1,1,19,30,0,0,0,0,0,0,4,11,118.46000000000001,0,0.10649999976158142,0.7000000000000001,2.005,311.1,100.0,11,1020.0
2010,1,1,20,0,0,0,0,0,0,0,1,11,124.37,0,0.10649999976158142,0.7000000000000001,1.974,330.0,100.0,11,1020.0
